ID,POSITION,HEIGHT,WEIGHT,CAREER_STAGE,AGE,SPONSORSHIP_EARNINGS,SHOE_SPONSOR
4410,forward,192,218,veteran,29,561,yes
4411,guard,185,207,rookie,23,1497,yes
4412,forward,191,218,rookie,19,1855,no
4413,center,195,235,mid-career,28,481,no
4414,guard,185,197,mid-career,29,178,yes
4415,guard,189,199,mid-career,27,385,yes
4416,forward,195,221,veteran,25,694,no
4417,center,218,251,mid-career,35,60,no
4418,center,207,247,veteran,27,1065,no
4419,guard,189,199,mid-career,27,385,yes
4420,forward,205,232,rookie,24,1416,no
4421,center,218,251,mid-career,35,60,no
4422,center,195,235,,28,481,no
4423,center,206,246,mid-career,29,314,no
4424,guard,172,183,rookie,24,1383,yes
4425,forward,205,232,rookie,24,1416,no
4426,guard,169,183,rookie,24,1034,yes
4427,guard,190,207,mid-career,27,648,yes
4428,center,195,235,mid-career,28,481,no
4429,forward,184,213,,32,12,no
4430,guard,189,199,mid-career,27,385,yes
4431,guard,185,200,mid-career,31,213,yes
4432,forward,195,221,veteran,25,694,no
4433,forward,198,221,rookie,22,1409,no
4434,forward,197,221,rookie,22,1312,no
4435,guard,192,200,mid-career,32,427,yes
4436,guard,166,188,rookie,21,1536,yes
4437,center,196,235,veteran,32,47,no
4438,forward,202,220,mid-career,31,542,no
4439,center,218,251,mid-career,35,60,no
4440,center,207,247,veteran,27,1065,no
4441,guard,166,188,rookie,21,1536,yes
4442,forward,197,221,rookie,22,1312,no
4443,forward,215,232,mid-career,30,434,no
4444,center,201,244,mid-career,25,1111,yes
4445,guard,182,199,rookie,21,1678,yes
4446,center,218,251,mid-career,35,60,no
4447,guard,158,184,veteran,29,162,yes
4448,guard,189,199,mid-career,27,385,yes
4449,center,201,244,mid-career,25,1111,yes
4450,guard,185,207,rookie,23,1497,yes
4451,forward,197,221,rookie,22,1312,no
4452,center,206,246,mid-career,29,314,no
4453,forward,192,218,veteran,29,561,yes
4454,forward,190,215,rookie,22,1179,no
4455,guard,172,183,rookie,24,1383,yes
4456,guard,185,197,mid-career,29,178,yes
4457,forward,191,218,rookie,19,1855,no
4458,forward,198,223,veteran,29,362,yes
4459,forward,202,220,mid-career,31,542,no
4460,center,201,244,mid-career,25,1111,yes
4461,guard,158,184,veteran,29,162,yes
4462,guard,185,200,mid-career,31,213,yes
4463,forward,190,215,rookie,22,1179,no
4464,guard,178,193,rookie,21,1078,no
4465,guard,185,200,mid-career,31,213,yes
4466,guard,166,188,rookie,21,1536,yes
4467,forward,198,221,rookie,22,1409,no
4468,forward,202,220,mid-career,31,542,no
4469,forward,184,213,mid-career,32,12,no
4470,center,206,246,mid-career,29,314,no
4471,guard,190,207,mid-career,27,648,yes
4472,forward,192,219,rookie,22,1359,no
4473,forward,197,221,rookie,22,1312,no
4474,guard,172,183,rookie,24,1383,yes
4475,forward,190,215,rookie,22,1179,no
4476,guard,189,199,mid-career,27,385,yes
4477,forward,202,220,mid-career,31,542,no
4478,guard,166,188,rookie,21,1536,yes
4479,forward,191,218,rookie,19,1855,no
4480,center,201,244,mid-career,25,1111,yes
4481,forward,198,221,rookie,22,1409,no
4482,guard,185,207,rookie,23,1497,yes
4483,center,218,251,mid-career,35,60,no
4484,forward,197,221,rookie,22,1312,no
4485,forward,197,221,rookie,22,1312,no
4486,forward,198,221,rookie,22,1409,no
4487,guard,185,207,rookie,23,1497,yes
4488,guard,185,197,mid-career,29,178,yes
4489,guard,189,199,mid-career,27,385,yes
4490,forward,190,215,rookie,22,1179,no
4491,guard,182,199,rookie,21,1678,yes
4492,center,206,246,mid-career,29,314,no
4493,forward,215,232,mid-career,30,434,no
4494,forward,191,218,rookie,19,1855,no
4495,center,196,235,veteran,32,47,no
4496,guard,185,200,mid-career,31,213,yes
4497,forward,184,213,mid-career,32,12,no
4498,forward,192,219,rookie,22,1359,no
4499,forward,198,221,rookie,22,1409,no
4500,forward,192,218,veteran,29,561,yes
4501,guard,178,193,rookie,21,1078,no
4502,forward,195,221,veteran,25,694,no
4503,center,218,251,mid-career,35,60,no
4504,guard,178,193,rookie,21,1078,no
4505,forward,198,221,rookie,22,1409,no
4506,forward,198,223,veteran,29,362,yes
4507,forward,195,221,veteran,25,694,no
4508,forward,192,219,rookie,22,1359,no
4509,forward,198,223,veteran,29,362,yes
4510,guard,178,193,rookie,21,1078,no
4511,forward,192,218,veteran,29,561,yes
4512,forward,192,218,veteran,29,561,yes
4513,guard,185,197,mid-career,29,178,yes
4514,guard,192,200,mid-career,32,427,yes
4515,center,195,235,mid-career,28,481,no
4516,center,207,247,veteran,27,1065,no
4517,forward,205,232,rookie,24,1416,no
4518,forward,198,221,rookie,22,1409,no
4519,guard,190,207,mid-career,27,648,yes
4520,forward,198,221,rookie,22,1409,no
4521,forward,197,221,rookie,22,1312,no
4522,center,206,246,mid-career,29,314,no
4523,guard,185,197,mid-career,29,178,yes
4524,center,196,235,veteran,32,47,no
4525,center,201,244,mid-career,25,1111,yes
4526,center,206,246,mid-career,29,314,no
4527,guard,158,184,veteran,29,162,yes
4528,guard,158,184,veteran,29,162,yes
4529,guard,166,188,rookie,21,1536,yes
4530,forward,198,223,veteran,29,362,yes
4531,guard,182,199,rookie,21,1678,yes
4532,center,218,251,mid-career,35,60,no
4533,forward,215,232,mid-career,30,434,no
4534,guard,192,200,mid-career,32,427,yes
4535,guard,178,193,rookie,21,1078,no
4536,guard,185,207,rookie,23,1497,yes
4537,guard,166,188,rookie,21,1536,yes
4538,forward,192,218,veteran,29,561,yes
4539,forward,192,219,rookie,22,1359,no
4540,guard,158,184,veteran,29,162,yes
4541,guard,172,183,rookie,24,1383,yes
4542,guard,190,207,mid-career,27,648,yes
4543,forward,198,223,veteran,29,362,yes
4544,center,201,244,mid-career,25,1111,yes
4545,guard,178,193,rookie,21,1078,no
4546,guard,178,193,rookie,21,1078,no
4547,center,196,235,veteran,32,47,no
4548,forward,197,221,rookie,22,1312,no
4549,center,206,246,mid-career,29,314,no
4550,guard,172,183,rookie,24,1383,yes
4551,forward,192,219,rookie,22,1359,no
4552,forward,191,218,rookie,19,1855,no
4553,center,196,235,veteran,32,47,no
4554,guard,169,183,rookie,24,1034,yes
4555,forward,184,213,mid-career,32,12,no
4556,center,206,246,mid-career,29,314,no
4557,center,196,235,veteran,32,47,no
4558,forward,205,232,rookie,24,1416,no
4559,center,195,235,mid-career,28,481,no
4560,guard,190,207,mid-career,27,648,yes
4561,guard,166,188,rookie,21,1536,yes
4562,center,196,235,veteran,32,47,no
4563,center,207,247,veteran,27,1065,no
4564,guard,185,197,mid-career,29,178,yes
4565,forward,202,220,mid-career,31,542,no
4566,center,201,244,mid-career,25,1111,yes
4567,forward,205,232,rookie,24,1416,no
4568,forward,198,223,veteran,29,362,yes
4569,forward,191,218,rookie,19,1855,no
4570,center,207,247,veteran,27,1065,no
4571,forward,198,223,veteran,29,362,yes
4572,forward,205,232,rookie,24,1416,no
4573,forward,198,221,rookie,22,1409,no
4574,forward,198,223,veteran,29,362,yes
4575,forward,197,221,rookie,22,1312,no
4576,forward,190,215,rookie,22,1179,no
4577,guard,166,188,rookie,21,1536,yes
4578,forward,192,219,rookie,22,1359,no
4579,guard,190,207,mid-career,27,648,yes
4580,forward,198,221,rookie,22,1409,no
4581,guard,189,199,mid-career,27,385,yes
4582,guard,158,184,veteran,29,162,yes
4583,center,207,247,veteran,27,1065,no
4584,guard,172,183,rookie,24,1383,yes
4585,center,196,235,veteran,32,47,no
4586,guard,185,197,mid-career,29,178,yes
4587,center,201,244,mid-career,25,1111,yes
4588,guard,192,200,mid-career,32,427,yes
4589,guard,158,184,veteran,29,162,yes
4590,guard,172,183,rookie,24,1383,yes
4591,forward,215,232,mid-career,30,434,no
4592,forward,184,213,mid-career,32,12,no
4593,forward,192,219,rookie,22,1359,no
4594,forward,198,223,veteran,29,362,yes
4595,forward,198,223,veteran,29,362,yes
4596,guard,189,199,mid-career,27,385,yes
4597,guard,158,184,veteran,29,162,yes
4598,guard,172,183,rookie,24,1383,yes
4599,center,218,251,mid-career,35,60,no
4600,guard,172,183,rookie,24,1383,yes
4601,forward,184,213,mid-career,32,12,no
4602,forward,202,220,mid-career,31,542,no
4603,center,196,235,veteran,32,47,no
4604,forward,190,215,rookie,22,1179,no
4605,center,195,235,mid-career,28,481,no
4606,forward,197,221,rookie,22,1312,no
4607,forward,205,232,rookie,24,1416,no
4608,center,218,251,mid-career,35,60,no
4609,guard,172,183,rookie,24,1383,yes
4610,center,195,235,mid-career,28,481,no
4611,forward,191,218,rookie,19,1855,no
4612,guard,158,184,veteran,29,162,yes
4613,forward,202,220,mid-career,31,542,no
4614,guard,169,183,rookie,24,1034,yes
4615,guard,185,207,rookie,23,1497,yes
4616,forward,202,220,mid-career,31,542,no
4617,guard,185,207,rookie,23,1497,yes
4618,center,206,246,mid-career,29,314,no
4619,forward,195,221,veteran,25,694,no
4620,forward,192,219,rookie,22,1359,no
4621,center,195,235,mid-career,28,481,no
4622,forward,192,218,veteran,29,561,yes
4623,forward,198,221,rookie,22,1409,no
4624,guard,178,193,rookie,21,1078,no
4625,center,207,247,veteran,27,1065,no
4626,forward,197,221,rookie,22,1312,no
4627,guard,172,183,rookie,24,1383,yes
4628,guard,185,197,mid-career,29,178,yes
4629,center,218,251,mid-career,35,60,no
4630,center,206,246,mid-career,29,314,no
4631,forward,192,219,rookie,22,1359,no
4632,center,195,235,mid-career,28,481,no
4633,center,207,247,veteran,27,1065,no
4634,guard,158,184,veteran,29,162,yes
4635,forward,197,221,rookie,22,1312,no
4636,forward,198,221,rookie,22,1409,no
4637,guard,190,207,mid-career,27,648,yes
4638,guard,182,199,rookie,21,1678,yes
4639,forward,184,213,mid-career,32,12,no
4640,guard,185,200,mid-career,31,213,yes
4641,guard,178,193,rookie,21,1078,no
4642,forward,191,218,rookie,19,1855,no
4643,center,195,235,mid-career,28,481,no
4644,forward,198,223,veteran,29,362,yes
4645,forward,195,221,veteran,25,694,no
4646,forward,202,220,mid-career,31,542,no
4647,guard,182,199,rookie,21,1678,yes
4648,forward,198,221,rookie,22,1409,no
4649,forward,198,223,veteran,29,362,yes
4650,guard,158,184,veteran,29,162,yes
4651,forward,198,223,veteran,29,362,yes
4652,forward,192,219,rookie,22,1359,no
4653,forward,184,213,mid-career,32,12,no
4654,center,195,235,mid-career,28,481,no
4655,center,196,235,veteran,32,47,no
4656,forward,202,220,mid-career,31,542,no
4657,center,218,251,mid-career,35,60,no
4658,center,206,246,mid-career,29,314,no
4659,forward,184,213,mid-career,32,12,no
4660,guard,172,183,rookie,24,1383,yes
4661,guard,185,197,mid-career,29,178,yes
4662,guard,185,207,rookie,23,1497,yes
4663,forward,184,213,mid-career,32,12,no
4664,forward,202,220,mid-career,31,542,no
4665,forward,184,213,mid-career,32,12,no
4666,center,206,246,mid-career,29,314,no
4667,forward,195,221,veteran,25,694,no
4668,forward,198,221,rookie,22,1409,no
4669,forward,198,223,veteran,29,362,yes
4670,guard,158,184,veteran,29,162,yes
4671,guard,178,193,rookie,21,1078,no
4672,guard,192,200,mid-career,32,427,yes
4673,guard,189,199,mid-career,27,385,yes
4674,guard,169,183,rookie,24,1034,yes
4675,forward,191,218,rookie,19,1855,no
4676,guard,185,207,rookie,23,1497,yes
4677,guard,166,188,rookie,21,1536,yes
4678,guard,158,184,veteran,29,162,yes
4679,center,195,235,mid-career,28,481,no
4680,center,195,235,mid-career,28,481,no
4681,forward,191,218,rookie,19,1855,no
4682,forward,215,232,mid-career,30,434,no
4683,guard,185,207,rookie,23,1497,yes
4684,guard,185,207,rookie,23,1497,yes
4685,guard,192,200,mid-career,32,427,yes
4686,guard,166,188,rookie,21,1536,yes
4687,forward,190,215,rookie,22,1179,no
4688,forward,191,218,rookie,19,1855,no
4689,forward,192,219,rookie,22,1359,no
4690,guard,166,188,rookie,21,1536,yes
4691,center,206,246,mid-career,29,314,no
4692,forward,192,218,veteran,29,561,yes
4693,center,201,244,mid-career,25,1111,yes
4694,guard,178,193,rookie,21,1078,no
4695,forward,190,215,rookie,22,1179,no
4696,guard,185,197,mid-career,29,178,yes
4697,center,196,235,veteran,32,47,no
4698,center,206,246,mid-career,29,314,no
4699,guard,185,200,mid-career,31,213,yes
4700,center,195,235,mid-career,28,481,no
4701,guard,190,207,mid-career,27,648,yes
4702,guard,158,184,veteran,29,162,yes
4703,center,195,235,mid-career,28,481,no
4704,forward,202,220,mid-career,31,542,no
4705,guard,169,183,rookie,24,1034,yes
4706,center,196,235,veteran,32,47,no
4707,guard,190,207,mid-career,27,648,yes
4708,forward,198,221,rookie,22,1409,no
4709,center,195,235,mid-career,28,481,no
4710,guard,185,197,mid-career,29,178,yes
4711,guard,185,197,mid-career,29,178,yes
4712,forward,192,219,rookie,22,1359,no
4713,forward,195,221,veteran,25,694,no
4714,guard,172,183,rookie,24,1383,yes
4715,forward,197,221,rookie,22,1312,no
4716,forward,215,232,mid-career,30,434,no
4717,guard,189,199,mid-career,27,385,yes
4718,guard,182,199,rookie,21,1678,yes
4719,guard,192,200,mid-career,32,427,yes
4720,guard,172,183,rookie,24,1383,yes
4721,guard,158,184,veteran,29,162,yes
4722,guard,158,184,veteran,29,162,yes
4723,guard,158,184,veteran,29,162,yes
4724,forward,192,218,veteran,29,561,yes
4725,guard,182,199,rookie,21,1678,yes
4726,center,195,235,mid-career,28,481,no
4727,guard,166,188,rookie,21,1536,yes
4728,forward,197,221,rookie,22,1312,no
4729,center,196,235,veteran,32,47,no
4730,forward,198,223,veteran,29,362,yes
4731,guard,172,183,rookie,24,1383,yes
4732,guard,185,197,mid-career,29,178,yes
4733,guard,169,183,rookie,24,1034,yes
4734,center,207,247,veteran,27,1065,no
4735,forward,190,215,rookie,22,1179,no
4736,forward,215,232,mid-career,30,434,no
4737,guard,190,207,mid-career,27,648,yes
4738,forward,184,213,mid-career,32,12,no
4739,center,207,247,veteran,27,1065,no
4740,forward,184,213,mid-career,32,12,no
4741,center,206,246,mid-career,29,314,no
4742,forward,197,221,rookie,22,1312,no
4743,forward,184,213,mid-career,32,12,no
4744,forward,205,232,rookie,24,1416,no
4745,forward,205,232,rookie,24,1416,no
4746,center,201,244,mid-career,25,1111,yes
4747,forward,202,220,mid-career,31,542,no
4748,forward,215,232,mid-career,30,434,no
4749,guard,185,207,rookie,23,1497,yes
4750,center,218,251,mid-career,35,60,no
4751,guard,189,199,mid-career,27,385,yes
4752,guard,178,193,rookie,21,1078,no
4753,forward,197,221,rookie,22,1312,no
4754,guard,178,193,rookie,21,1078,no
4755,center,201,244,mid-career,25,1111,yes
4756,guard,185,200,mid-career,31,213,yes
4757,center,201,244,mid-career,25,1111,yes
4758,guard,185,197,mid-career,29,178,yes
4759,forward,197,221,rookie,22,1312,no
4760,center,195,235,mid-career,28,481,no
4761,guard,190,207,mid-career,27,648,yes
4762,guard,182,199,rookie,21,1678,yes
4763,forward,191,218,rookie,19,1855,no
4764,guard,158,184,veteran,29,162,yes
4765,guard,182,199,rookie,21,1678,yes
4766,forward,195,221,veteran,25,694,no
4767,center,201,244,mid-career,25,1111,yes
4768,forward,195,221,veteran,25,694,no
4769,forward,197,221,rookie,22,1312,no
4770,forward,192,218,veteran,29,561,yes
4771,forward,192,219,rookie,22,1359,no
4772,guard,185,200,mid-career,31,213,yes
4773,forward,198,223,veteran,29,362,yes
4774,forward,192,218,veteran,29,561,yes
4775,guard,185,197,mid-career,29,178,yes
4776,forward,198,223,veteran,29,362,yes
4777,guard,172,183,rookie,24,1383,yes
4778,guard,182,199,rookie,21,1678,yes
4779,guard,182,199,rookie,21,1678,yes
4780,forward,198,223,veteran,29,362,yes
4781,forward,198,221,rookie,22,1409,no
4782,guard,189,199,mid-career,27,385,yes
4783,forward,192,218,veteran,29,561,yes
4784,forward,192,219,rookie,22,1359,no
4785,forward,197,221,rookie,22,1312,no
4786,center,218,251,mid-career,35,60,no
4787,guard,182,199,rookie,21,1678,yes
4788,forward,190,215,rookie,22,1179,no
4789,guard,189,199,mid-career,27,385,yes
4790,center,218,251,mid-career,35,60,no
4791,guard,169,183,rookie,24,1034,yes
4792,guard,169,183,rookie,24,1034,yes
4793,forward,192,219,rookie,22,1359,no
4794,center,201,244,mid-career,25,1111,yes
4795,guard,166,188,rookie,21,1536,yes
4796,center,206,246,mid-career,29,314,no
4797,forward,197,221,rookie,22,1312,no
4798,guard,182,199,rookie,21,1678,yes
4799,forward,197,221,rookie,22,1312,no
4800,guard,169,183,rookie,24,1034,yes
4801,forward,198,221,rookie,22,1409,no
4802,guard,172,183,rookie,24,1383,yes
4803,guard,172,183,rookie,24,1383,yes
4804,center,218,251,mid-career,35,60,no
4805,guard,172,183,rookie,24,1383,yes
4806,center,207,247,veteran,27,1065,no
4807,center,195,235,mid-career,28,481,no
4808,center,196,235,veteran,32,47,no
4809,guard,166,188,rookie,21,1536,yes
4810,forward,215,232,mid-career,30,434,no
4811,center,218,251,mid-career,35,60,no
4812,guard,182,199,rookie,21,1678,yes
4813,guard,158,184,veteran,29,162,yes
4814,forward,190,215,rookie,22,1179,no
4815,center,218,251,mid-career,35,60,no
4816,forward,205,232,rookie,24,1416,no
4817,forward,198,221,rookie,22,1409,no
4818,forward,215,232,mid-career,30,434,no
4819,guard,166,188,rookie,21,1536,yes
4820,forward,198,221,rookie,22,1409,no
4821,center,218,251,mid-career,35,60,no
4822,center,218,251,mid-career,35,60,no
4823,forward,191,218,rookie,19,1855,no
4824,guard,172,183,rookie,24,1383,yes
4825,guard,178,193,rookie,21,1078,no
4826,guard,185,197,mid-career,29,178,yes
4827,forward,198,221,rookie,22,1409,no
4828,center,218,251,mid-career,35,60,no
4829,forward,195,221,veteran,25,694,no
4830,forward,197,221,rookie,22,1312,no
4831,guard,182,199,rookie,21,1678,yes
4832,forward,190,215,rookie,22,1179,no
4833,guard,169,183,rookie,24,1034,yes
4834,guard,178,193,rookie,21,1078,no
4835,center,201,244,mid-career,25,1111,yes
4836,forward,190,215,rookie,22,1179,no
4837,center,196,235,veteran,32,47,no
4838,forward,184,213,mid-career,32,12,no
4839,center,207,247,veteran,27,1065,no
4840,forward,195,221,veteran,25,694,no
4841,forward,202,220,mid-career,31,542,no
4842,forward,195,221,veteran,25,694,no
4843,forward,192,218,veteran,29,561,yes
4844,guard,158,184,veteran,29,162,yes
4845,guard,189,199,mid-career,27,385,yes
4846,center,201,244,mid-career,25,1111,yes
4847,forward,202,220,mid-career,31,542,no
4848,guard,172,183,rookie,24,1383,yes
4849,forward,202,220,mid-career,31,542,no
4850,center,195,235,mid-career,28,481,no
4851,forward,202,220,mid-career,31,542,no
4852,center,195,235,mid-career,28,481,no
4853,guard,185,200,mid-career,31,213,yes
4854,guard,185,200,mid-career,31,213,yes
4855,forward,184,213,mid-career,32,12,no
4856,guard,158,184,veteran,29,162,yes
4857,forward,190,215,rookie,22,1179,no
4858,forward,190,215,rookie,22,1179,no
4859,center,201,244,mid-career,25,1111,yes
4860,forward,205,232,rookie,24,1416,no
4861,forward,205,232,rookie,24,1416,no
4862,forward,192,219,rookie,22,1359,no
